fecha_proceso,nro_socio,v_ah_cuenta,fecha_aper,fecha_ultmov,oficina_cta,estado_actual,prod_bancario,saldo_disponible,monto_bloq,ult_tasa_int,tiene_bloqueos,bloqueo_encaje,v24h,val_de_creditos,val_de_debitos,fecha_ult_capi,tipo_cuenta,cooplinea,tarjetas,credito,fecha_actualizacion,v12h,v48h,v72h_difer,int_hoy,int_acumulado,saldo_int_decim
2026-05-18,2000225,4000225,2022-07-06,2026-04-15,69,A,1,5560.49,607.25,2.00,1,60.73,1464.84,2435.30,2512.50,2026-05-18,EL CENTAVITO,0,1,1,2025-09-26,885.92,840.40,339.94,0.03,88.67,3.92
2026-05-18,2000226,4000226,2018-09-21,2026-05-07,41,A,10,16333.56,1329.40,1.00,1,132.94,1305.08,1309.54,183.39,2026-05-18,EL CENTAVITO,1,0,1,2025-04-29,22.12,310.73,88.77,0.32,256.22,55.41
2026-05-18,2000227,4000227,2021-12-15,2026-03-27,41,A,20,7538.73,1353.65,2.00,1,135.37,1014.79,3929.66,1696.66,2026-05-18,EL CENTAVITO,1,0,1,2025-07-25,266.08,1547.66,986.94,0.14,102.37,28.19
2026-05-18,2000228,4000228,2023-08-08,2026-03-24,41,A,20,4423.05,845.87,1.50,1,84.59,1468.62,2904.32,2283.60,2026-05-18,AHORROS,1,0,1,2025-04-13,655.52,1776.88,776.66,0.75,48.87,3.97
2026-05-18,2000229,4000229,2022-04-04,2026-03-23,5,A,10,1246.36,228.77,1.50,1,22.88,201.43,3985.36,2020.91,2026-05-18,AHORROS,1,1,1,2026-04-24,220.82,1842.24,1152.20,0.23,7.95,1.03
2026-05-18,2000230,4000230,2018-11-26,2026-04-03,5,A,20,8420.45,266.02,1.00,1,26.60,202.24,3064.46,3031.88,2026-05-18,AHORROS,1,0,1,2025-10-28,629.22,1608.55,768.83,0.73,41.59,27.26
2026-05-18,2000231,4000231,2026-02-08,2026-03-23,5,I,20,10484.63,820.93,1.00,1,82.09,854.26,286.00,573.92,2026-05-18,EL CENTAVITO,1,1,1,2025-09-11,30.51,2286.08,821.08,1.96,62.10,47.32
2026-05-18,2000232,4000232,2025-02-15,2026-03-26,41,A,1,10577.89,517.02,1.00,1,51.70,1410.18,701.07,737.92,2026-05-18,AHORROS,1,1,1,2025-04-08,472.81,1571.36,177.76,1.93,46.97,35.55
2026-05-18,2000233,4000233,2026-02-16,2026-03-16,5,A,10,14328.92,2267.04,1.50,1,226.70,1191.18,648.78,1884.07,2026-05-18,EL CENTAVITO,0,0,1,2025-04-19,552.30,264.76,165.00,0.66,237.87,69.39
2026-05-18,2000234,4000234,2019-03-14,2026-04-11,5,A,1,4967.29,448.53,2.00,1,44.85,822.89,195.85,1448.31,2026-05-18,AHORROS,0,1,1,2025-08-04,805.31,2088.96,960.02,0.52,21.76,6.22
2026-05-18,2000235,4000235,2020-03-18,2026-05-09,41,A,10,5727.98,122.56,1.00,1,12.26,36.03,1014.34,2985.48,2026-05-18,AHORROS,0,1,1,2025-05-05,356.47,526.83,81.38,0.16,3.41,26.99
2026-05-18,2000236,4000236,2022-09-06,2026-04-18,41,I,1,6728.40,533.73,2.00,1,53.37,1126.60,130.57,908.48,2026-05-18,EL CENTAVITO,0,0,1,2025-07-06,875.41,2300.28,54.38,0.19,22.60,8.90
2026-05-18,2000237,4000237,2022-04-10,2026-04-16,5,I,20,3462.53,620.40,2.00,1,62.04,681.23,1728.38,2411.55,2026-05-18,EL CENTAVITO,1,0,1,2025-04-13,893.72,2024.05,297.34,0.57,60.67,5.75
2026-05-18,2000238,4000238,2020-02-22,2026-04-14,48,A,1,16687.72,25.57,0.60,1,2.56,1078.61,1466.05,1078.85,2026-05-18,AHORROS,0,0,1,2025-10-16,148.85,1553.25,806.06,2.47,63.12,2.56
2026-05-18,2000239,4000239,2019-01-27,2026-05-09,41,A,1,14504.97,2356.10,0.60,1,235.61,808.11,908.79,1150.62,2026-05-18,AHORROS,0,1,1,2025-10-30,643.38,896.26,640.07,0.44,264.19,68.98
2026-05-18,2000240,4000240,2022-08-07,2026-05-02,60,A,1,8809.50,1692.21,1.50,1,169.22,1098.19,919.30,2601.63,2026-05-18,EL CENTAVITO,0,1,1,2025-04-28,543.75,1594.63,239.42,1.20,113.06,38.97
2026-05-18,2000241,4000241,2024-10-06,2026-03-06,41,A,20,5004.06,390.22,2.00,1,39.02,1567.34,2045.00,2945.02,2026-05-18,EL CENTAVITO,0,1,1,2025-05-19,327.77,2318.80,486.97,0.52,51.14,10.35
2026-05-18,2000242,4000242,2019-11-19,2026-04-16,5,A,10,4649.68,668.89,0.60,1,66.89,90.46,2836.42,281.08,2026-05-18,CUENTA BASICA,1,0,1,2025-03-04,232.07,1543.36,7.66,0.12,68.86,21.34
2026-05-18,2000243,4000243,2018-01-16,2026-03-19,69,A,1,7958.42,791.86,1.50,1,79.19,19.91,99.16,3544.38,2026-05-18,EL CENTAVITO,0,0,1,2025-11-13,666.48,1171.10,1063.18,0.15,34.38,26.44
2026-05-18,2000244,4000244,2022-07-22,2026-03-10,20,A,1,4074.90,170.01,1.00,1,17.00,320.90,3061.14,646.84,2026-05-18,EL CENTAVITO,0,1,1,2025-12-19,504.05,2122.43,56.88,0.14,19.81,2.40
2026-05-18,2000245,4000245,2019-03-07,2026-04-05,60,A,20,16280.15,625.73,0.60,1,62.57,100.44,1492.97,2625.65,2026-05-18,AHORROS,0,0,1,2026-04-04,590.16,1931.21,1186.50,2.42,102.21,80.15
2026-05-18,2000246,4000246,2025-02-11,2026-04-15,41,A,1,17946.12,1945.14,1.00,1,194.51,540.57,2980.30,1745.85,2026-05-18,CUENTA BASICA,1,0,1,2025-12-15,700.43,452.28,923.29,0.82,113.45,63.92
2026-05-18,2000247,4000247,2020-06-04,2026-04-13,48,A,10,12025.90,1819.54,2.00,1,181.95,1047.63,3764.58,914.52,2026-05-18,CUENTA BASICA,0,1,1,2025-02-03,645.49,2099.16,36.97,0.31,143.80,20.77
2026-05-18,2000248,4000248,2024-12-25,2026-05-12,41,A,10,7154.28,1206.78,1.50,1,120.68,871.35,482.81,2374.85,2026-05-18,EL CENTAVITO,0,1,1,2025-11-19,132.33,2164.72,896.70,0.36,126.02,10.89
2026-05-18,2000249,4000249,2025-04-20,2026-04-25,69,A,20,13295.25,1009.55,2.00,1,100.95,1136.00,2472.88,150.57,2026-05-18,EL CENTAVITO,0,0,1,2025-01-30,879.08,1396.75,799.39,0.29,217.60,29.84
2026-05-18,2000250,4000250,2025-05-01,2026-05-18,41,A,10,16992.17,1937.02,2.00,1,193.70,596.55,2827.83,1085.82,2026-05-18,AHORROS,1,1,1,2025-05-04,837.22,59.10,457.49,1.95,270.46,34.58
2026-05-18,2000251,4000251,2023-05-20,2026-05-08,41,A,10,3628.62,227.03,1.50,1,22.70,12.76,1516.97,2245.95,2026-05-18,EL CENTAVITO,1,0,1,2025-05-19,171.80,2398.54,939.44,0.35,65.89,8.89
2026-05-18,2000252,4000252,2023-06-10,2026-04-15,41,A,10,4913.03,373.99,0.60,1,37.40,1554.88,3710.01,2416.98,2026-05-18,AHORROS,1,0,1,2025-03-03,211.60,1643.64,349.67,0.79,66.56,9.99
2026-05-18,2000253,4000253,2023-10-08,2026-05-01,69,A,20,17433.10,1588.70,0.60,1,158.87,96.14,920.79,1521.54,2026-05-18,EL CENTAVITO,1,1,1,2026-02-28,115.09,70.66,328.68,3.24,148.91,72.71
2026-05-18,2000254,4000254,2024-10-13,2026-05-08,5,A,1,11685.39,746.07,0.60,1,74.61,855.63,258.40,513.53,2026-05-18,CUENTA BASICA,0,0,1,2025-02-17,743.58,1058.45,750.18,1.87,47.55,51.56
2026-05-18,2000255,4000255,2020-02-12,2026-03-06,60,A,10,8851.85,872.95,2.00,1,87.30,1456.58,3323.41,554.41,2026-05-18,AHORROS,0,1,1,2025-06-30,711.68,2151.45,1050.75,0.17,72.15,20.82
2026-05-18,2000256,4000256,2022-06-25,2026-04-25,20,A,10,455.46,78.55,1.50,1,7.86,368.98,3788.76,3012.95,2026-05-18,AHORROS,1,1,1,2025-06-18,518.38,82.32,898.47,0.06,4.39,0.48
2026-05-18,2000257,4000257,2023-10-02,2026-04-28,60,A,1,2869.67,68.05,1.50,1,6.80,1175.97,3924.74,2911.48,2026-05-18,CUENTA BASICA,1,1,1,2025-09-20,416.30,1904.27,789.70,0.40,2.01,7.14
2026-05-18,2000258,4000258,2025-11-08,2026-03-29,41,A,10,7167.17,1058.43,0.60,1,105.84,31.13,219.31,3711.83,2026-05-18,EL CENTAVITO,1,0,1,2025-04-24,450.49,2087.43,476.95,0.24,72.46,34.91
2026-05-18,2000259,4000259,2018-06-25,2026-03-31,69,A,1,6194.60,821.63,1.50,1,82.16,1542.34,1066.21,2890.68,2026-05-18,AHORROS,1,1,1,2025-02-09,279.19,786.34,43.84,1.16,116.52,26.45
2026-05-18,2000260,4000260,2018-05-17,2026-03-12,20,A,1,16612.64,2827.72,2.00,1,282.77,1121.99,1944.52,2187.04,2026-05-18,EL CENTAVITO,0,0,1,2026-02-09,495.59,2247.58,807.99,0.53,246.28,34.10
2026-05-18,2000261,4000261,2018-02-25,2026-05-13,48,A,20,9334.45,1055.13,2.00,1,105.51,274.68,961.10,2054.92,2026-05-18,CUENTA BASICA,0,0,1,2025-03-03,664.41,2015.23,774.37,0.95,109.36,37.63
2026-05-18,2000262,4000262,2019-06-08,2026-04-26,5,A,10,9605.71,664.13,0.60,1,66.41,802.53,3859.84,245.63,2026-05-18,AHORROS,0,1,1,2025-11-17,886.00,2312.82,722.11,0.57,27.28,45.28
2026-05-18,2000263,4000263,2018-12-13,2026-05-10,60,A,20,5330.07,878.53,2.00,1,87.85,684.67,701.05,3790.48,2026-05-18,EL CENTAVITO,1,1,1,2025-12-25,116.63,1003.42,742.02,0.72,36.92,5.39
2026-05-18,2000264,4000264,2018-06-02,2026-04-19,41,A,20,17612.25,1096.47,1.00,1,109.65,462.22,3613.54,3235.53,2026-05-18,EL CENTAVITO,0,0,1,2025-09-13,492.46,1471.61,389.58,0.67,35.09,28.00
2026-05-18,2000265,4000265,2023-11-16,2026-03-11,41,A,20,166.11,31.68,0.60,1,3.17,571.16,3208.93,434.43,2026-05-18,AHORROS,1,0,1,2025-10-20,527.87,383.60,40.58,0.03,3.24,0.17
2026-05-18,2000266,4000266,2025-01-13,2026-04-07,69,A,20,10468.89,303.01,1.50,1,30.30,1186.60,268.19,557.65,2026-05-18,CUENTA BASICA,1,1,1,2026-03-03,586.30,777.85,313.70,0.24,77.97,10.98
2026-05-18,2000267,4000267,2021-04-04,2026-04-30,5,A,20,13073.20,657.50,0.60,1,65.75,417.97,323.70,567.86,2026-05-18,AHORROS,0,0,1,2025-04-03,357.26,2212.99,1020.64,0.10,219.27,46.08
2026-05-18,2000268,4000268,2020-06-14,2026-05-16,69,A,1,679.64,23.34,1.00,1,2.33,990.15,338.93,1639.98,2026-05-18,CUENTA BASICA,0,1,1,2025-10-01,78.65,1476.99,716.93,0.00,7.29,1.00
2026-05-18,2000269,4000269,2020-12-21,2026-03-25,60,A,1,17485.59,3432.95,0.60,1,343.30,71.45,3527.90,2482.35,2026-05-18,CUENTA BASICA,0,1,1,2025-12-21,97.56,2288.20,557.22,3.22,114.64,14.97
2026-05-18,2000270,4000270,2022-03-31,2026-04-27,5,A,20,17142.04,2447.63,2.00,1,244.76,993.06,3405.29,1498.76,2026-05-18,EL CENTAVITO,0,1,1,2025-06-05,836.19,343.48,1078.81,0.21,155.66,3.00
2026-05-18,2000271,4000271,2022-10-29,2026-03-05,48,A,20,583.95,66.42,1.00,1,6.64,519.19,2566.93,3104.26,2026-05-18,CUENTA BASICA,0,0,1,2025-12-31,285.65,1363.55,1002.40,0.09,10.69,1.65
2026-05-18,2000272,4000272,2024-11-02,2026-04-19,60,I,10,1457.83,148.46,1.00,1,14.85,496.66,3293.62,1050.39,2026-05-18,EL CENTAVITO,0,1,1,2025-10-26,615.46,2103.56,633.31,0.28,24.66,6.30
2026-05-18,2000273,4000273,2019-10-29,2026-04-29,5,A,1,6829.56,180.89,0.60,1,18.09,99.97,3098.19,3237.07,2026-05-18,AHORROS,1,0,1,2025-10-25,289.66,1324.22,368.75,1.11,130.45,25.82
2026-05-18,2000274,4000274,2023-04-28,2026-03-21,60,A,10,17738.55,2239.88,1.00,1,223.99,417.24,3777.89,3474.33,2026-05-18,EL CENTAVITO,1,1,1,2025-11-22,545.59,1683.93,1105.02,1.10,314.98,33.00
2026-05-18,2000275,4000275,2020-04-28,2026-03-05,48,A,1,9872.17,477.54,1.00,1,47.75,1172.01,294.15,559.41,2026-05-18,EL CENTAVITO,0,1,1,2025-03-15,632.79,1445.15,794.64,1.79,32.48,27.25
2026-05-18,2000276,4000276,2023-12-10,2026-03-28,48,A,10,14094.63,1774.80,1.50,1,177.48,762.12,3168.93,836.53,2026-05-18,AHORROS,1,1,1,2025-02-19,24.83,2177.73,328.43,1.72,72.72,38.15
2026-05-18,2000277,4000277,2020-09-20,2026-03-02,69,A,10,9150.57,280.62,1.50,1,28.06,130.21,1206.94,1665.57,2026-05-18,AHORROS,1,1,1,2026-03-12,721.06,561.93,416.69,1.70,182.74,0.32
2026-05-18,2000278,4000278,2018-07-02,2026-05-08,60,A,20,5491.76,682.35,1.00,1,68.23,1561.34,2183.51,1459.73,2026-05-18,CUENTA BASICA,0,1,1,2026-05-03,558.21,360.13,373.88,0.78,89.00,16.33
2026-05-18,2000279,4000279,2022-11-17,2026-04-08,5,A,20,809.68,64.11,1.50,1,6.41,1099.56,3467.59,2628.75,2026-05-18,EL CENTAVITO,1,1,1,2025-09-06,715.52,22.83,854.70,0.02,2.83,1.86
2026-05-18,2000280,4000280,2024-08-01,2026-05-03,69,A,1,9667.65,1053.68,2.00,1,105.37,449.70,3680.10,2092.63,2026-05-18,EL CENTAVITO,0,0,1,2025-07-20,85.02,2307.95,912.22,0.87,68.39,2.32
2026-05-18,2000281,4000281,2019-10-30,2026-05-09,41,A,1,8760.77,840.74,2.00,1,84.07,1399.45,2215.90,3642.91,2026-05-18,CUENTA BASICA,1,0,1,2025-11-03,426.22,833.11,718.66,0.18,116.66,36.77
2026-05-18,2000282,4000282,2019-05-15,2026-03-17,48,A,10,1140.75,7.92,1.00,1,0.79,1176.65,590.96,538.23,2026-05-18,CUENTA BASICA,0,1,1,2026-03-30,798.50,1557.12,356.17,0.19,7.04,3.88
2026-05-18,2000283,4000283,2018-03-14,2026-03-11,69,A,10,14557.88,2837.78,1.00,1,283.78,1218.64,2822.82,3568.97,2026-05-18,EL CENTAVITO,1,1,1,2025-06-29,679.98,2208.71,1074.80,0.52,179.56,16.39
2026-05-18,2000284,4000284,2022-05-28,2026-03-08,60,A,10,12239.52,2361.47,1.50,1,236.15,1029.56,3523.24,1143.88,2026-05-18,CUENTA BASICA,1,0,1,2026-01-25,718.76,1964.21,817.81,0.21,177.79,52.46
2026-05-18,2000285,4000285,2021-08-21,2026-03-21,41,A,10,9602.53,550.33,1.50,1,55.03,42.08,903.07,1016.45,2026-05-18,AHORROS,1,1,1,2025-07-14,231.37,116.75,10.31,1.39,5.95,21.82
2026-05-18,2000286,4000286,2025-03-23,2026-04-04,69,A,20,2493.58,93.62,1.50,1,9.36,62.62,2220.62,1448.83,2026-05-18,EL CENTAVITO,0,0,1,2026-04-21,718.47,1955.83,428.98,0.07,23.91,2.64
2026-05-18,2000287,4000287,2023-02-11,2026-05-15,5,A,20,12479.44,305.06,0.60,1,30.51,32.27,1166.82,1750.19,2026-05-18,AHORROS,0,1,1,2026-01-25,279.75,1411.58,124.31,1.83,25.33,50.27
2026-05-18,2000288,4000288,2020-09-04,2026-03-12,5,A,1,17739.92,1628.06,1.00,1,162.81,254.74,2192.03,1076.56,2026-05-18,EL CENTAVITO,0,1,1,2025-11-11,416.15,217.70,1097.70,3.23,22.49,66.62
2026-05-18,2000289,4000289,2024-08-14,2026-04-26,41,A,20,4748.58,64.59,0.60,1,6.46,740.28,551.21,2299.62,2026-05-18,EL CENTAVITO,1,1,1,2025-02-11,382.50,644.19,162.30,0.75,76.17,20.00
2026-05-18,2000290,4000290,2022-10-27,2026-03-17,5,A,10,8984.49,1080.68,0.60,1,108.07,764.54,2741.26,2062.59,2026-05-18,EL CENTAVITO,1,0,1,2025-02-16,217.73,241.98,590.29,0.61,169.25,27.24
2026-05-18,2000291,4000291,2020-10-14,2026-04-26,69,A,1,930.27,143.06,1.50,1,14.31,975.26,1417.79,3148.35,2026-05-18,CUENTA BASICA,1,1,1,2026-03-10,332.58,1683.17,705.01,0.17,12.04,2.36
2026-05-18,2000292,4000292,2020-11-09,2026-03-27,5,A,10,532.49,84.80,1.50,1,8.48,1263.03,2546.58,2214.55,2026-05-18,EL CENTAVITO,1,1,1,2025-10-04,259.35,553.49,941.34,0.02,7.78,1.90
2026-05-18,2000293,4000293,2024-05-26,2026-03-06,5,A,10,15500.84,680.08,1.50,1,68.01,814.31,1669.57,3319.35,2026-05-18,EL CENTAVITO,0,1,1,2025-05-20,884.16,493.76,976.01,1.16,36.29,38.89
2026-05-18,2000294,4000294,2022-01-09,2026-04-01,41,A,10,17744.01,493.27,2.00,1,49.33,473.86,1455.28,223.57,2026-05-18,CUENTA BASICA,0,1,1,2025-07-08,881.46,2273.88,87.27,1.33,300.03,61.25
2026-05-18,2000295,4000295,2022-10-12,2026-03-16,48,A,10,2492.23,208.17,2.00,1,20.82,1139.83,674.89,1433.43,2026-05-18,AHORROS,1,1,1,2025-03-09,897.10,867.46,592.13,0.50,18.45,0.79
2026-05-18,2000296,4000296,2025-01-14,2026-03-06,69,A,10,3929.09,244.14,0.60,1,24.41,1125.60,163.08,3605.68,2026-05-18,CUENTA BASICA,0,1,1,2025-07-30,805.65,1295.22,165.87,0.44,53.85,19.55
2026-05-18,2000297,4000297,2022-10-17,2026-03-15,5,A,10,8973.87,1482.49,2.00,1,148.25,1432.62,3121.31,592.13,2026-05-18,AHORROS,0,1,1,2025-12-09,489.55,2352.00,450.03,0.49,33.21,5.69
2026-05-18,2000298,4000298,2021-01-18,2026-03-04,48,A,20,9153.66,1333.49,0.60,1,133.35,327.79,3512.37,2533.51,2026-05-18,CUENTA BASICA,0,1,1,2025-04-10,101.16,1862.86,148.05,1.33,48.90,40.50
2026-05-18,2000299,4000299,2020-08-24,2026-04-30,69,A,10,14744.69,2261.81,2.00,1,226.18,491.87,2017.02,1840.85,2026-05-18,CUENTA BASICA,1,1,1,2025-02-12,384.93,764.15,300.57,1.86,78.85,0.85
2026-05-18,2000300,4000300,2021-01-19,2026-03-22,20,A,10,9788.22,742.34,2.00,1,74.23,996.56,102.83,3627.86,2026-05-18,CUENTA BASICA,1,1,1,2026-05-12,629.77,1522.22,173.60,0.54,87.35,32.92
2026-05-18,2000301,4000301,2024-11-19,2026-04-30,20,A,20,3569.66,236.79,2.00,1,23.68,295.56,1020.46,3104.38,2026-05-18,EL CENTAVITO,1,1,1,2025-07-21,702.58,1091.79,267.94,0.12,54.39,15.34
2026-05-18,2000302,4000302,2026-04-15,2026-03-26,60,A,10,12662.42,1007.40,2.00,1,100.74,264.78,2359.03,1535.95,2026-05-18,AHORROS,1,1,1,2026-04-17,342.14,828.43,579.05,0.14,156.63,1.04
2026-05-18,2000303,4000303,2019-07-20,2026-03-08,41,A,1,7059.65,1326.26,0.60,1,132.63,794.76,1606.19,2203.90,2026-05-18,EL CENTAVITO,0,1,1,2025-08-24,754.65,538.90,1116.44,0.84,29.54,20.60
2026-05-18,2000304,4000304,2020-07-29,2026-03-09,5,A,1,1372.62,165.43,1.00,1,16.54,551.18,1709.24,3547.77,2026-05-18,CUENTA BASICA,1,1,1,2026-03-29,21.97,1251.53,366.91,0.07,21.88,5.67
2026-05-18,2000305,4000305,2018-05-14,2026-04-22,48,A,20,829.59,50.58,1.00,1,5.06,847.43,789.28,2639.95,2026-05-18,AHORROS,1,1,1,2025-08-24,189.53,341.90,1108.86,0.06,11.39,0.26
2026-05-18,2000306,4000306,2024-01-20,2026-03-04,69,A,1,16560.41,625.14,1.50,1,62.51,1307.33,1505.16,2897.92,2026-05-18,AHORROS,0,0,1,2026-05-17,785.71,886.74,1074.95,0.59,298.63,38.15
2026-05-18,2000307,4000307,2025-07-30,2026-04-21,48,A,1,2020.39,214.35,1.00,1,21.44,17.50,2087.64,403.49,2026-05-18,AHORROS,0,1,1,2025-12-12,178.70,884.64,907.52,0.07,29.33,9.14
2026-05-18,2000308,4000308,2025-05-10,2026-04-17,5,A,1,6250.21,641.05,1.00,1,64.11,510.95,2299.71,1763.41,2026-05-18,AHORROS,1,0,1,2025-11-07,642.78,636.93,78.25,0.10,44.63,3.12
2026-05-18,2000309,4000309,2023-04-11,2026-05-17,41,A,20,10793.27,1702.20,0.60,1,170.22,379.21,583.50,2574.97,2026-05-18,AHORROS,1,1,1,2025-05-12,415.04,2042.29,501.07,0.57,127.41,41.54
2026-05-18,2000310,4000310,2024-07-25,2026-04-24,41,A,1,1287.48,138.08,1.00,1,13.81,952.31,2622.46,1767.89,2026-05-18,EL CENTAVITO,1,1,1,2025-10-23,0.40,136.96,193.14,0.16,12.44,4.21
2026-05-18,2000311,4000311,2020-02-20,2026-04-27,20,A,10,16937.02,688.37,1.50,1,68.84,275.34,813.21,3503.30,2026-05-18,CUENTA BASICA,1,1,1,2025-10-17,154.69,1822.32,213.76,1.99,16.47,78.00
2026-05-18,2000312,4000312,2020-01-26,2026-03-01,5,A,20,14052.94,900.07,1.00,1,90.01,542.71,1995.54,3064.96,2026-05-18,CUENTA BASICA,1,0,1,2026-02-01,4.06,696.89,1016.96,2.23,60.92,67.33
2026-05-18,2000313,4000313,2026-01-06,2026-04-06,20,A,20,5661.90,270.51,1.00,1,27.05,772.28,2955.37,3440.30,2026-05-18,CUENTA BASICA,0,0,1,2026-03-28,27.97,1293.20,1113.34,0.58,47.32,21.62
2026-05-18,2000314,4000314,2025-10-14,2026-04-14,5,A,20,5317.72,825.00,0.60,1,82.50,551.38,3241.66,3498.94,2026-05-18,AHORROS,1,0,1,2025-05-28,312.45,2244.43,1097.43,0.15,44.44,26.29
2026-05-18,2000315,4000315,2023-12-14,2026-03-06,48,A,1,2929.78,381.79,2.00,1,38.18,1548.69,3160.51,708.98,2026-05-18,AHORROS,0,1,1,2025-01-02,887.07,623.53,583.49,0.28,33.72,2.27
2026-05-18,2000316,4000316,2024-02-01,2026-05-13,60,A,10,8902.43,309.28,0.60,1,30.93,583.30,2231.21,3666.31,2026-05-18,EL CENTAVITO,1,0,1,2025-05-28,380.95,2079.98,767.16,0.05,154.16,7.85
2026-05-18,2000317,4000317,2022-08-20,2026-05-01,69,A,1,16996.20,1844.26,2.00,1,184.43,357.03,1988.36,632.33,2026-05-18,CUENTA BASICA,1,1,1,2025-07-22,267.87,1566.59,960.39,0.04,114.86,67.04
2026-05-18,2000318,4000318,2021-07-31,2026-05-02,41,A,1,12775.84,313.62,2.00,1,31.36,1171.18,3824.09,2318.97,2026-05-18,AHORROS,0,0,1,2026-05-15,33.64,2167.30,928.06,1.56,134.49,33.55
2026-05-18,2000319,4000319,2025-01-04,2026-05-05,5,A,20,724.52,44.12,1.00,1,4.41,635.41,3518.69,1054.78,2026-05-18,CUENTA BASICA,0,1,1,2026-01-07,558.45,870.30,742.79,0.04,2.47,3.40
2026-05-18,2000320,4000320,2023-05-07,2026-05-05,48,A,10,7698.39,1450.40,1.00,1,145.04,328.11,2542.58,378.31,2026-05-18,EL CENTAVITO,0,0,1,2026-03-09,656.60,133.65,592.52,1.00,82.25,36.91
2026-05-18,2000321,4000321,2023-05-14,2026-04-06,20,A,20,13676.78,865.45,2.00,1,86.55,761.11,1268.20,111.00,2026-05-18,CUENTA BASICA,0,0,1,2025-05-07,395.28,2245.33,1075.89,1.18,224.09,4.95
2026-05-18,2000322,4000322,2019-10-09,2026-03-30,5,A,10,11034.63,2145.35,1.00,1,214.53,27.11,523.80,3299.43,2026-05-18,CUENTA BASICA,0,1,1,2025-02-09,34.39,1780.14,492.63,1.60,10.31,35.56
2026-05-18,2000323,4000323,2022-01-17,2026-03-29,20,A,1,9926.03,865.81,1.00,1,86.58,8.63,3080.30,2544.28,2026-05-18,AHORROS,1,1,1,2026-04-08,518.93,682.46,340.66,0.87,192.05,26.79
2026-05-18,2000324,4000324,2018-05-22,2026-04-24,69,A,1,17215.81,545.64,1.00,1,54.56,1556.76,2560.18,2783.00,2026-05-18,CUENTA BASICA,1,1,1,2026-05-07,96.81,168.69,842.86,0.09,252.15,50.11
2026-05-18,2000325,4000325,2019-08-04,2026-03-09,20,A,20,6853.54,310.33,2.00,1,31.03,97.45,3342.50,1747.41,2026-05-18,AHORROS,1,1,1,2025-11-04,6.84,218.67,978.41,0.45,16.67,28.14
2026-05-18,2000326,4000326,2026-01-25,2026-04-05,41,A,10,3927.92,75.19,1.50,1,7.52,861.97,2407.76,2818.78,2026-05-18,CUENTA BASICA,0,1,1,2025-03-24,260.24,192.40,349.88,0.52,70.64,5.30
2026-05-18,2000327,4000327,2024-08-01,2026-04-15,69,A,20,15144.31,207.93,2.00,1,20.79,1516.47,3606.69,2490.46,2026-05-18,CUENTA BASICA,1,1,1,2025-03-08,611.94,1068.46,1161.37,1.73,155.54,54.42
2026-05-18,2000328,4000328,2024-12-20,2026-03-26,5,A,10,4149.20,373.57,1.00,1,37.36,818.53,3435.97,1272.05,2026-05-18,EL CENTAVITO,1,0,1,2025-08-04,864.00,2148.62,662.91,0.37,48.57,18.04
2026-05-18,2000329,4000329,2023-02-22,2026-04-29,41,A,20,13237.78,1221.42,1.50,1,122.14,641.42,1179.57,2802.31,2026-05-18,AHORROS,1,0,1,2025-01-17,378.52,3.98,231.47,2.19,169.36,54.37
2026-05-18,2000330,4000330,2021-02-28,2026-04-14,20,A,1,3208.64,145.04,1.00,1,14.50,1092.78,2421.13,2076.92,2026-05-18,CUENTA BASICA,1,0,1,2025-07-09,348.28,1800.57,84.23,0.12,18.43,0.04
2026-05-18,2000331,4000331,2019-05-03,2026-04-03,5,A,1,11439.37,1444.82,2.00,1,144.48,627.06,718.50,3338.89,2026-05-18,EL CENTAVITO,0,1,1,2026-04-14,653.83,1619.54,126.49,1.03,28.41,17.59
2026-05-18,2000332,4000332,2023-01-15,2026-05-15,41,A,1,11915.36,147.95,2.00,1,14.79,1445.69,1933.79,305.88,2026-05-18,AHORROS,0,1,1,2026-04-17,873.27,26.56,516.28,1.71,128.29,43.75
2026-05-18,2000333,4000333,2022-06-30,2026-04-08,5,A,10,15592.29,936.17,0.60,1,93.62,291.33,308.49,3075.99,2026-05-18,EL CENTAVITO,1,0,1,2025-08-11,743.95,1014.24,839.18,1.84,159.23,4.61
2026-05-18,2000334,4000334,2018-12-26,2026-03-17,20,A,1,17230.82,2508.22,2.00,1,250.82,481.87,2112.46,3326.30,2026-05-18,EL CENTAVITO,1,1,1,2025-12-01,158.79,720.26,257.08,3.18,148.85,75.29
2026-05-18,2000335,4000335,2020-02-25,2026-04-20,5,A,20,5426.78,175.53,1.50,1,17.55,1455.57,2792.49,1913.50,2026-05-18,AHORROS,0,0,1,2025-03-19,883.91,93.45,119.72,0.56,6.76,21.33
2026-05-18,2000336,4000336,2022-04-23,2026-03-23,20,A,1,3609.69,147.91,1.50,1,14.79,947.59,427.40,2202.35,2026-05-18,EL CENTAVITO,1,0,1,2025-12-31,300.07,292.80,591.15,0.14,53.62,4.99
2026-05-18,2000337,4000337,2022-09-04,2026-03-15,69,A,20,5661.40,420.11,1.50,1,42.01,439.31,2665.84,1634.01,2026-05-18,AHORROS,0,0,1,2025-03-21,440.46,702.66,1106.60,0.69,12.47,10.60
