nro_socio,nombre_socio,sexo,estado_civil,fech_nacimiento,ingresos_socio,egresos_socio,nivel_educa,tipo_vivien,nro_carga_fam,tipo_vivien_orig,ciudad_orig,nro_credito
2000433,Ana Mendoza Ponce,F,C,1989-07-05,1897.23,816.38,T,PROPIA,3,PROPIA,Guayaquil,1
2000434,Miguel Vera Vera,M,V,1992-07-05,3923.82,1510.08,T,HIPOTECADA,5,ARRENDADA,Portoviejo,1
2000435,Mateo Cedeño Ponce,M,U,2002-05-08,2251.25,882.68,S,HIPOTECADA,3,ARRENDADA,Manta,1
2000436,Luis Ponce Mendoza,M,U,1970-06-26,1831.52,1235.08,N,PROPIA,0,ARRENDADA,Loja,1
2000437,Oscar Zambrano Moreira,M,V,1989-08-07,4063.72,2894.10,U,PROPIA,2,ARRENDADA,Portoviejo,1
2000438,Miguel Cedeño Cedeño,M,D,1961-02-03,2123.31,821.63,N,ARRENDADA,5,ARRENDADA,Guayaquil,1
2000439,Sofia Lopez Zambrano,F,D,2000-06-17,2392.74,1482.74,T,HIPOTECADA,5,HIPOTECADA,Ambato,1
2000440,Maria Lopez Vera,F,V,1984-11-22,1384.14,597.97,T,HIPOTECADA,3,HIPOTECADA,Loja,1
2000441,Carlos Zambrano Zambrano,M,V,1981-12-21,2930.57,1063.34,U,ARRENDADA,5,FAMILIAR,Cuenca,1
2000442,Jorge Vera Torres,M,S,1955-07-08,3297.77,2145.59,U,ARRENDADA,0,HIPOTECADA,Quito,1
2000443,Jorge Zambrano Lopez,M,D,1997-10-31,4055.24,3262.64,S,FAMILIAR,1,ARRENDADA,Machala,1
2000444,Mateo Vera Mendoza,M,D,1985-05-13,1868.39,1356.79,P,ARRENDADA,0,FAMILIAR,Portoviejo,1
2000445,Mateo Zambrano Cedeño,M,V,1963-07-13,1608.26,999.45,P,FAMILIAR,5,HIPOTECADA,Portoviejo,1
2000446,Oscar Lopez Cedeño,M,V,1966-08-16,2709.87,1380.34,P,FAMILIAR,4,PROPIA,Manta,1
2000447,Mateo Vera Mendoza,M,S,1988-01-13,3964.09,1433.52,S,HIPOTECADA,3,HIPOTECADA,Manta,1
2000448,Diana Torres Zambrano,F,D,1997-03-11,597.76,225.97,P,PROPIA,4,ARRENDADA,Manta,1
2000449,Mateo Vera Mendoza,M,D,2002-06-18,4057.30,2272.03,T,PROPIA,2,HIPOTECADA,Cuenca,1
2000450,Jorge Zambrano Moreira,M,S,1973-08-22,2615.43,1508.20,P,FAMILIAR,1,FAMILIAR,Ambato,1
2000451,Gabriela Mendoza Torres,F,C,1989-02-25,758.42,457.38,N,HIPOTECADA,2,FAMILIAR,Loja,1
2000452,Ana Mendoza Ponce,F,V,1966-03-25,3878.24,2207.82,P,HIPOTECADA,0,ARRENDADA,Loja,1
2000453,Gabriela Lopez Lopez,F,C,1976-06-01,1639.96,1327.76,N,HIPOTECADA,1,FAMILIAR,Quito,1
2000454,Paola Vera Mendoza,F,D,1984-10-01,655.13,280.99,S,ARRENDADA,3,HIPOTECADA,Cuenca,1
2000455,Andres Vera Cedeño,M,S,1963-01-02,514.28,194.23,N,PROPIA,5,PROPIA,Cuenca,1
2000456,Ana Zambrano Mendoza,F,V,1999-10-27,710.70,509.55,U,PROPIA,3,PROPIA,Quito,1
2000457,Diego Ponce Cedeño,M,C,1996-01-30,793.44,573.55,P,HIPOTECADA,5,PROPIA,Guayaquil,1
2000458,Oscar Torres Vera,M,S,1957-08-21,925.56,594.99,N,HIPOTECADA,1,PROPIA,Guayaquil,1
2000459,Diana Zambrano Cedeño,F,C,1968-02-27,3932.80,2182.72,U,PROPIA,4,FAMILIAR,Machala,1
2000460,Diana Cedeño Moreira,F,C,1997-06-08,2985.82,909.01,T,PROPIA,1,PROPIA,Machala,1
2000461,Diana Moreira Cedeño,F,U,1998-06-08,1824.43,1440.16,T,HIPOTECADA,4,ARRENDADA,Cuenca,1
2000462,Miguel Zambrano Mendoza,M,C,1976-11-10,1358.64,566.09,P,FAMILIAR,0,FAMILIAR,Cuenca,1
2000463,Sofia Cedeño Lopez,F,V,1957-11-09,3689.35,2310.99,S,PROPIA,0,HIPOTECADA,Portoviejo,1
2000464,Diana Cedeño Vera,F,U,1982-02-14,3081.20,921.09,P,HIPOTECADA,1,PROPIA,Quito,1
2000465,Gabriela Vera Moreira,F,V,1977-04-04,538.56,255.78,T,HIPOTECADA,2,PROPIA,Quito,1
2000466,Miguel Mendoza Lopez,M,U,1970-01-15,1422.79,509.80,S,FAMILIAR,2,HIPOTECADA,Portoviejo,1
2000467,Diego Torres Vera,M,S,1966-10-26,4069.69,3032.52,U,FAMILIAR,4,HIPOTECADA,Ambato,1
2000468,Paola Cedeño Ponce,F,S,1977-06-20,765.34,429.73,N,ARRENDADA,2,ARRENDADA,Loja,1
2000469,Luis Cedeño Lopez,M,S,1982-09-23,705.21,344.53,S,HIPOTECADA,4,HIPOTECADA,Cuenca,1
2000470,Maria Lopez Cedeño,F,C,1961-12-22,2019.08,1405.43,T,FAMILIAR,3,FAMILIAR,Machala,1
2000471,Maria Moreira Ponce,F,U,1997-12-04,1269.76,798.84,T,PROPIA,4,FAMILIAR,Loja,1
2000472,Ana Moreira Moreira,F,V,1960-03-24,3411.79,2278.46,S,HIPOTECADA,3,ARRENDADA,Guayaquil,1
2000473,Maria Torres Torres,F,U,1968-06-26,2366.41,1576.23,N,HIPOTECADA,3,FAMILIAR,Guayaquil,1
2000474,Oscar Torres Lopez,M,C,1990-07-12,3346.31,1611.84,U,PROPIA,0,PROPIA,Guayaquil,1
2000475,Sofia Zambrano Vera,F,V,1969-07-26,1718.08,664.77,T,HIPOTECADA,3,PROPIA,Machala,1
2000476,Diana Ponce Torres,F,C,1971-09-12,656.22,313.94,N,PROPIA,0,HIPOTECADA,Manta,1
2000477,Andres Lopez Moreira,M,C,1998-07-25,2857.90,2186.79,T,HIPOTECADA,4,PROPIA,Ambato,1
2000478,Mateo Zambrano Mendoza,M,V,1982-08-19,4009.27,3071.41,U,HIPOTECADA,1,FAMILIAR,Quito,1
2000479,Jorge Moreira Zambrano,M,C,1987-09-03,3331.08,2544.65,N,HIPOTECADA,0,HIPOTECADA,Portoviejo,1
2000480,Miguel Lopez Cedeño,M,D,2001-02-01,3825.21,1133.22,P,FAMILIAR,0,ARRENDADA,Quito,1
2000481,Miguel Torres Mendoza,M,U,1961-06-28,1152.83,839.16,N,PROPIA,2,PROPIA,Quito,1
2000482,Sofia Ponce Moreira,F,C,2002-01-30,3382.38,1151.31,P,PROPIA,5,HIPOTECADA,Ambato,1
2000483,Luis Vera Torres,M,V,1981-11-22,1915.53,1304.90,N,FAMILIAR,0,FAMILIAR,Portoviejo,1
2000484,Maria Moreira Mendoza,F,V,1965-01-24,3025.86,939.35,U,ARRENDADA,3,FAMILIAR,Ambato,1
2000485,Gabriela Cedeño Vera,F,V,2003-07-30,2927.54,1525.58,P,HIPOTECADA,4,HIPOTECADA,Machala,1
2000486,Sofia Cedeño Torres,F,C,1997-01-01,555.50,167.17,U,FAMILIAR,5,PROPIA,Portoviejo,1
2000487,Lucia Lopez Moreira,F,S,1962-01-11,1414.52,1051.19,P,FAMILIAR,4,ARRENDADA,Manta,1
2000488,Miguel Lopez Vera,M,V,2001-09-16,1150.16,521.91,T,ARRENDADA,1,ARRENDADA,Quito,1
2000489,Diego Mendoza Cedeño,M,S,1991-10-19,2756.89,2043.52,P,PROPIA,0,FAMILIAR,Guayaquil,1
2000490,Carlos Lopez Lopez,M,V,2002-02-24,1948.61,1310.23,U,ARRENDADA,3,FAMILIAR,Cuenca,1
2000491,Lucia Torres Mendoza,F,D,1993-12-07,4107.73,3089.21,U,FAMILIAR,3,HIPOTECADA,Loja,1
2000492,Gabriela Lopez Lopez,F,U,1957-10-26,1170.17,814.52,T,PROPIA,1,FAMILIAR,Ambato,1
2000493,Gabriela Vera Zambrano,F,C,1977-05-15,2832.47,1514.24,P,HIPOTECADA,2,PROPIA,Ambato,1
2000494,Lucia Vera Lopez,F,C,1994-06-30,466.77,297.10,P,FAMILIAR,1,FAMILIAR,Machala,1
2000495,Andres Cedeño Moreira,M,V,1965-02-02,2145.06,1229.80,S,FAMILIAR,4,HIPOTECADA,Manta,1
2000496,Andres Torres Torres,M,S,2001-02-24,2135.42,1355.66,N,FAMILIAR,5,PROPIA,Cuenca,1
2000497,Camila Zambrano Torres,F,V,1998-01-26,2237.19,1697.46,U,FAMILIAR,3,FAMILIAR,Cuenca,1
2000498,Camila Zambrano Vera,F,C,1962-10-27,2454.59,738.29,S,HIPOTECADA,3,HIPOTECADA,Portoviejo,1
2000499,Sofia Zambrano Cedeño,F,S,1971-11-28,1520.26,1147.51,N,ARRENDADA,2,HIPOTECADA,Portoviejo,1
