nro_socio,nombre_socio,sexo,estado_civil,fech_nacimiento,ingresos_socio,egresos_socio,nivel_educa,tipo_vivien,nro_carga_fam,tipo_vivien_orig,ciudad_orig,nro_credito
2000431,Oscar Lopez Lopez,M,D,1970-08-03,576.10,458.47,U,FAMILIAR,5,PROPIA,Guayaquil,1
2000432,Mateo Vera Torres,M,C,1971-12-31,1005.44,746.60,T,HIPOTECADA,2,PROPIA,Guayaquil,1
2000433,Ana Mendoza Ponce,F,C,1989-07-05,1301.20,1192.01,T,PROPIA,1,PROPIA,Guayaquil,1
2000434,Miguel Vera Vera,M,V,1992-07-05,649.38,566.21,T,HIPOTECADA,3,ARRENDADA,Portoviejo,1
2000435,Mateo Cedeño Ponce,M,U,2002-05-08,1164.62,1079.61,S,HIPOTECADA,2,ARRENDADA,Manta,1
2000436,Luis Ponce Mendoza,M,U,1970-06-26,578.85,516.04,N,PROPIA,0,ARRENDADA,Loja,1
2000437,Oscar Zambrano Moreira,M,V,1989-08-07,1718.31,1542.71,U,PROPIA,0,ARRENDADA,Portoviejo,1
2000438,Miguel Cedeño Cedeño,M,D,1961-02-03,1556.18,1423.35,N,ARRENDADA,1,ARRENDADA,Guayaquil,1
2000439,Sofia Lopez Zambrano,F,D,2000-06-17,1201.94,1119.98,T,HIPOTECADA,3,HIPOTECADA,Ambato,1
2000440,Maria Lopez Vera,F,V,1984-11-22,1741.84,1571.37,T,HIPOTECADA,0,HIPOTECADA,Loja,1
2000441,Carlos Zambrano Zambrano,M,V,1981-12-21,504.20,328.29,U,ARRENDADA,0,FAMILIAR,Cuenca,1
2000442,Jorge Vera Torres,M,S,1955-07-08,2595.27,2178.40,U,ARRENDADA,2,HIPOTECADA,Quito,1
2000443,Jorge Zambrano Lopez,M,D,1997-10-31,2243.71,1975.63,S,FAMILIAR,4,ARRENDADA,Machala,1
2000444,Mateo Vera Mendoza,M,D,1985-05-13,2137.54,1816.76,P,ARRENDADA,4,FAMILIAR,Portoviejo,1
2000445,Mateo Zambrano Cedeño,M,V,1963-07-13,1496.79,1168.26,P,FAMILIAR,3,HIPOTECADA,Portoviejo,1
2000446,Oscar Lopez Cedeño,M,V,1966-08-16,1088.50,887.43,P,FAMILIAR,2,PROPIA,Manta,1
2000447,Mateo Vera Mendoza,M,S,1988-01-13,1918.59,1685.22,S,HIPOTECADA,0,HIPOTECADA,Manta,1
2000448,Diana Torres Zambrano,F,D,1997-03-11,2049.75,1863.43,P,PROPIA,2,ARRENDADA,Manta,1
2000449,Mateo Vera Mendoza,M,D,2002-06-18,1965.33,1757.22,T,PROPIA,5,HIPOTECADA,Cuenca,1
2000450,Jorge Zambrano Moreira,M,S,1973-08-22,741.58,508.32,P,FAMILIAR,2,FAMILIAR,Ambato,1
2000451,Gabriela Mendoza Torres,F,C,1989-02-25,818.48,593.62,N,HIPOTECADA,0,FAMILIAR,Loja,1
2000452,Ana Mendoza Ponce,F,V,1966-03-25,1745.14,1381.91,P,HIPOTECADA,4,ARRENDADA,Loja,1
2000453,Gabriela Lopez Lopez,F,C,1976-06-01,834.16,655.26,N,HIPOTECADA,5,FAMILIAR,Quito,1
2000454,Paola Vera Mendoza,F,D,1984-10-01,2499.05,2421.80,S,ARRENDADA,5,HIPOTECADA,Cuenca,1
2000455,Andres Vera Cedeño,M,S,1963-01-02,1356.55,1054.83,N,PROPIA,2,PROPIA,Cuenca,1
2000456,Ana Zambrano Mendoza,F,V,1999-10-27,1015.10,924.34,U,PROPIA,1,PROPIA,Quito,1
2000457,Diego Ponce Cedeño,M,C,1996-01-30,2004.26,1750.66,P,HIPOTECADA,1,PROPIA,Guayaquil,1
2000458,Oscar Torres Vera,M,S,1957-08-21,1344.13,941.00,N,HIPOTECADA,2,PROPIA,Guayaquil,1
2000459,Diana Zambrano Cedeño,F,C,1968-02-27,1661.71,1202.96,U,PROPIA,2,FAMILIAR,Machala,1
2000460,Diana Cedeño Moreira,F,C,1997-06-08,827.62,685.14,T,PROPIA,3,PROPIA,Machala,1
2000461,Diana Moreira Cedeño,F,U,1998-06-08,1016.91,994.35,T,HIPOTECADA,1,ARRENDADA,Cuenca,1
2000462,Miguel Zambrano Mendoza,M,C,1976-11-10,584.93,440.00,P,FAMILIAR,3,FAMILIAR,Cuenca,1
2000463,Sofia Cedeño Lopez,F,V,1957-11-09,1351.58,1287.54,S,PROPIA,2,HIPOTECADA,Portoviejo,1
2000464,Diana Cedeño Vera,F,U,1982-02-14,1410.46,1204.72,P,HIPOTECADA,0,PROPIA,Quito,1
2000465,Gabriela Vera Moreira,F,V,1977-04-04,1917.92,1704.53,T,HIPOTECADA,1,PROPIA,Quito,1
2000466,Miguel Mendoza Lopez,M,U,1970-01-15,1498.90,1015.05,S,FAMILIAR,2,HIPOTECADA,Portoviejo,1
2000467,Diego Torres Vera,M,S,1966-10-26,1171.29,977.01,U,FAMILIAR,0,HIPOTECADA,Ambato,1
2000468,Paola Cedeño Ponce,F,S,1977-06-20,929.15,707.71,N,ARRENDADA,0,ARRENDADA,Loja,1
2000469,Luis Cedeño Lopez,M,S,1982-09-23,2504.12,2381.77,S,HIPOTECADA,5,HIPOTECADA,Cuenca,1
2000470,Maria Lopez Cedeño,F,C,1961-12-22,546.82,417.78,T,FAMILIAR,3,FAMILIAR,Machala,1
2000471,Maria Moreira Ponce,F,U,1997-12-04,1331.71,942.02,T,PROPIA,2,FAMILIAR,Loja,1
2000472,Ana Moreira Moreira,F,V,1960-03-24,1962.95,1305.77,S,HIPOTECADA,4,ARRENDADA,Guayaquil,1
2000473,Maria Torres Torres,F,U,1968-06-26,851.31,674.67,N,HIPOTECADA,4,FAMILIAR,Guayaquil,1
2000474,Oscar Torres Lopez,M,C,1990-07-12,2031.14,1322.28,U,PROPIA,5,PROPIA,Guayaquil,1
2000475,Sofia Zambrano Vera,F,V,1969-07-26,604.70,581.24,T,HIPOTECADA,4,PROPIA,Machala,1
2000476,Diana Ponce Torres,F,C,1971-09-12,1870.20,1741.59,N,PROPIA,2,HIPOTECADA,Manta,1
2000477,Andres Lopez Moreira,M,C,1998-07-25,1735.68,1292.54,T,HIPOTECADA,4,PROPIA,Ambato,1
2000478,Mateo Zambrano Mendoza,M,V,1982-08-19,1857.43,1433.68,U,HIPOTECADA,2,FAMILIAR,Quito,1
2000479,Jorge Moreira Zambrano,M,C,1987-09-03,2042.10,1359.59,N,HIPOTECADA,1,HIPOTECADA,Portoviejo,1
2000480,Miguel Lopez Cedeño,M,D,2001-02-01,521.27,327.81,P,FAMILIAR,3,ARRENDADA,Quito,1
2000481,Miguel Torres Mendoza,M,U,1961-06-28,1141.00,798.33,N,PROPIA,0,PROPIA,Quito,1
2000482,Sofia Ponce Moreira,F,C,2002-01-30,2154.90,1562.00,P,PROPIA,2,HIPOTECADA,Ambato,1
2000483,Luis Vera Torres,M,V,1981-11-22,1415.42,967.08,N,FAMILIAR,3,FAMILIAR,Portoviejo,1
2000484,Maria Moreira Mendoza,F,V,1965-01-24,2508.51,1816.37,U,ARRENDADA,1,FAMILIAR,Ambato,1
2000485,Gabriela Cedeño Vera,F,V,2003-07-30,1268.41,1167.87,P,HIPOTECADA,3,HIPOTECADA,Machala,1
2000486,Sofia Cedeño Torres,F,C,1997-01-01,1650.74,1163.81,U,FAMILIAR,1,PROPIA,Portoviejo,1
2000487,Lucia Lopez Moreira,F,S,1962-01-11,1191.85,1134.09,P,FAMILIAR,1,ARRENDADA,Manta,1
2000488,Miguel Lopez Vera,M,V,2001-09-16,688.91,672.47,T,ARRENDADA,3,ARRENDADA,Quito,1
2000489,Diego Mendoza Cedeño,M,S,1991-10-19,1898.49,1453.66,P,PROPIA,5,FAMILIAR,Guayaquil,1
2000490,Carlos Lopez Lopez,M,V,2002-02-24,1981.73,1325.90,U,ARRENDADA,4,FAMILIAR,Cuenca,1
2000491,Lucia Torres Mendoza,F,D,1993-12-07,1723.46,1574.09,U,FAMILIAR,5,HIPOTECADA,Loja,1
2000492,Gabriela Lopez Lopez,F,U,1957-10-26,1601.48,1193.70,T,PROPIA,1,FAMILIAR,Ambato,1
2000493,Gabriela Vera Zambrano,F,C,1977-05-15,1516.47,1257.96,P,HIPOTECADA,0,PROPIA,Ambato,1
2000494,Lucia Vera Lopez,F,C,1994-06-30,651.65,507.80,P,FAMILIAR,0,FAMILIAR,Machala,1
2000495,Andres Cedeño Moreira,M,V,1965-02-02,2167.03,1871.49,S,FAMILIAR,2,HIPOTECADA,Manta,1
2000496,Andres Torres Torres,M,S,2001-02-24,2251.50,1923.07,N,FAMILIAR,3,PROPIA,Cuenca,1
2000497,Camila Zambrano Torres,F,V,1998-01-26,1336.43,933.75,U,FAMILIAR,2,FAMILIAR,Cuenca,1
2000498,Camila Zambrano Vera,F,C,1962-10-27,597.88,566.49,S,HIPOTECADA,3,HIPOTECADA,Portoviejo,1
2000499,Sofia Zambrano Cedeño,F,S,1971-11-28,2145.14,2011.04,N,ARRENDADA,4,HIPOTECADA,Portoviejo,1
